ROWNUMBER,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALES_PRICE,SALE DATE
1013,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,164,29, ,C7,43 MOTT STREET, ,10013,16,15,31,1915,2,C7,0.00,2016-11-16
1014,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,200,26, ,C7,67 MOTT STREET, ,10013,16,1,17,1910,2,C7,0.00,2017-04-24
1015,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,277,2, ,C7,77 MADISON STREET, ,10002,28,2,30,1918,2,C7,4250.00,2017-02-16
1016,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,280,3, ,C4,27 HENRY STREET, ,10002,16,0,16,1900,2,C4,0.00,2017-08-10
1017,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,280,3, ,C4,27 HENRY STREET, ,10002,16,0,16,1900,2,C4,0.00,2016-09-08
1018,1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2B,293,10, ,C7,26 ELDRIDGE STREET, ,10002,8,2,10,1900,2,C7,0.00,2017-01-26
1019,1,CHINATOWN,10 COOPS - ELEVATOR APARTMENTS             ,2,172,1, ,D0,"366 BROADWAY, 6D", ,10013,0,0,0,1920,2,D0,0.00,2017-08-04
1020,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1004, ,R4,356 BROADWAY,2A,10013,1,0,1,0,2,R4,1800.00,2017-04-18
1021,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1013, ,R4,356 BROADWAY,4B,10013,1,0,1,0,2,R4,1547.50,2017-05-18
1022,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1015, ,R4,356 BROADWAY,4D,10013,1,0,1,0,2,R4,999.00,2017-06-27
1023,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1016, ,R4,356 BROADWAY,5A,10013,1,0,1,0,2,R4,2400.00,2017-06-27
1024,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1214, ,R4,101 LEONARD STREET,3C,10013,1,0,1,1920,2,R4,1440.00,2016-09-08
1025,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1227, ,R4,101 LEONARD STREET,5D,10013,1,0,1,1920,2,R4,2800.00,2017-05-10
1026,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1258, ,R4,101 LEONARD STREET,10E,10013,1,0,1,1920,2,R4,3266.00,2017-08-24
1027,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1263, ,R4,101 LEONARD STREET,11D,10013,1,0,1,1920,2,R4,2600.00,2016-09-29
1028,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1024, ,R4,376 BROADWAY,5C,10013,1,0,1,1990,2,R4,0.00,2017-02-04
1029,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1027, ,R4,376 BROADWAY,5F,10013,1,0,1,1990,2,R4,0.00,2017-05-16
1030,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1053, ,R4,376 BROADWAY,9D,10013,1,0,1,1990,2,R4,0.00,2017-02-14
1031,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1064, ,R4,376 BROADWAY,11A,10013,1,0,1,1990,2,R4,715.00,2017-07-24
1032,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1069, ,R4,376 BROADWAY,11F,10013,1,0,1,1990,2,R4,0.00,2016-11-04
1033,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1093, ,R4,376 BROADWAY,15B,10013,1,0,1,1990,2,R4,0.00,2017-07-06
1034,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1145, ,R4,376 BROADWAY,22E,10013,1,0,1,1990,2,R4,830.00,2016-12-05
1035,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1147, ,R4,376 BROADWAY,22G,10013,1,0,1,1990,2,R4,0.00,2016-09-22
1036,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1206, ,R4,81 WHITE STREET,3W,10013,1,0,1,0,2,R4,0.00,2017-06-15
1037,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1433, ,R4,50 FRANKLIN STREET,8B,10013,1,0,1,2007,2,R4,800.00,2017-05-18
1038,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1446, ,R4,50 FRANKLIN STREET,10E,10013,1,0,1,2007,2,R4,1270.00,2016-10-20
1039,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1447, ,R4,50 FRANKLIN STREET,11A,10013,1,0,1,2007,2,R4,1224.00,2016-11-10
1040,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1466, ,R4,50 FRANKLIN ST,17C,10013,1,0,1,2007,2,R4,1695.00,2016-11-30
1041,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1010, ,R4,50 BAYARD STREET,2K,10013,1,0,1,0,2,R4,0.00,2017-07-13
1042,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1014, ,R4,50 BAYARD STREET,2O,10013,1,0,1,0,2,R4,735.00,2017-02-21
1043,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1025, ,R4,50 BAYARD STREET,3A,10013,1,0,1,0,2,R4,0.00,2017-06-27
1044,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1026, ,R4,50 BAYARD STREET,3B,10013,1,0,1,0,2,R4,0.00,2017-08-08
1045,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1056, ,R4,50 BAYARD STREET,4H,10013,1,0,1,0,2,R4,0.00,2016-12-15
1046,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1093, ,R4,50 BAYARD STREET,5V,10013,1,0,1,0,2,R4,0.00,2017-07-05
1047,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1093, ,R4,50 BAYARD STREET,5V,10013,1,0,1,0,2,R4,0.00,2016-10-06
1048,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1146, ,R4,50 BAYARD STREET,8B,10013,1,0,1,0,2,R4,522.50,2017-04-05
1049,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,202,1149, ,R4,50 BAYARD STREET,8E,10013,1,0,1,0,2,R4,925.00,2017-05-30
1050,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,204,1003, ,R4,158 HESTER STREET,2A,10013,1,0,1,0,2,R4,1330.00,2017-05-01
1051,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,204,1011, ,R4,158 HESTER STREET,2I,10013,1,0,1,2004,2,R4,207.87,2017-01-30
1052,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,204,1048, ,R4,158 HESTER STREET,6B,10013,1,0,1,2004,2,R4,0.00,2017-03-29
1053,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,204,1058, ,R4,158 HESTER STREET,PH-A,10013,1,0,1,2004,2,R4,0.00,2017-06-01
1054,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,206,1116, ,R4,123 BAXTER STREET,4B,10013,1,0,1,2003,2,R4,2050.00,2017-03-15
1055,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,208,1005, ,R4,129 LAFAYETTE STREET,3A,10013,1,0,1,1900,2,R4,4100.00,2017-02-09
1056,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,234,1016, ,R4,161 GRAND STREET,8B,10013,1,0,1,0,2,R4,0.00,2017-05-31
1057,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,235,1012, ,R4,136 BAXTER STREET,5B,10013,1,0,1,1915,2,R4,2570.00,2016-09-13
1058,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,235,1013, ,R4,136 BAXTER STREET,5C,10013,1,0,1,1915,2,R4,3400.00,2017-04-14
1059,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1029, ,R4,179 GRAND STREET,5G,10013,1,0,1,1990,2,R4,0.00,2017-07-31
1060,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1202, ,R4,133 MULBERRY STREET,2A,10013,1,0,1,1920,2,R4,3510.00,2017-01-30
1061,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1210, ,R4,133 MULBERRY STREET,4C,10013,1,0,1,1920,2,R4,2100.00,2017-03-15
1062,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1211, ,R4,133 MULBERRY,4D,10013,1,0,1,1920,2,R4,2291.06,2017-08-24
1063,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1215, ,R4,133 MULBERRY STREET,5D,10013,1,0,1,1920,2,R4,2275.00,2017-07-06
1064,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1216, ,R4,133 MULBERRY STREET,6A,10013,1,0,1,1920,2,R4,2450.00,2017-03-28
1065,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1218, ,R4,133 MULBERRY STREET,6C,10013,1,0,1,1920,2,R4,1250.00,2016-12-16
1066,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,238,1003, ,R4,87 ELIZABETH STREET,2A,10013,1,0,1,1899,2,R4,0.00,2016-12-27
1067,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,238,1019, ,R4,87 ELIZABETH STREET,6A,10013,1,0,1,1899,2,R4,0.00,2017-02-21
1068,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1033, ,R4,60 HENRY STREET,3E,10002,1,0,1,1989,2,R4,150.00,2016-11-08
1069,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1045, ,R4,60 HENRY STREET,5E,10002,1,0,1,1989,2,R4,0.00,2016-12-22
1070,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1048, ,R4,60 HENRY STREET,6B,10002,1,0,1,1989,2,R4,580.00,2017-05-24
1071,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1083, ,R4,60 HENRY STREET,12F1,10002,1,0,1,1989,2,R4,450.00,2017-02-10
1072,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1096, ,R4,60 HENRY STREET,15F2,10002,1,0,1,1989,2,R4,0.00,2017-01-06
1073,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1218, ,R4,50 HENRY STREET,7B,10002,1,0,1,0,2,R4,0.00,2016-10-20
1074,1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,293,1006, ,R4,18 ELDRIDGE,3B,10002,1,0,1,2007,2,R4,600.00,2017-02-10
1077,1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,172,1305, ,R1,77 WHITE STREET,5,10013,1,0,1,0,2,R1,0.00,2017-03-24
1078,1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,172,1306, ,R1,77 WHITE STREET,6,10013,1,0,1,0,2,R1,0.00,2017-03-24
1079,1,CHINATOWN,21 OFFICE BUILDINGS                        ,4,195,9, ,O2,79 WALKER STREET, ,10013,0,2,2,1920,4,O2,19000.00,2016-09-29
1080,1,CHINATOWN,21 OFFICE BUILDINGS                        ,4,203,20, ,O5,84 BOWERY, ,10013,0,14,14,1915,4,O5,9375.00,2016-09-16
1081,1,CHINATOWN,22 STORE BUILDINGS                         ,4,162,26, ,K4,15 DOYERS STREET, ,10013,2,5,7,1915,4,K4,0.00,2017-02-10
1082,1,CHINATOWN,22 STORE BUILDINGS                         ,4,162,47, ,K4,10-14 DOYERS STREET, ,10013,1,3,4,1920,4,K4,3000.00,2017-07-31
1083,1,CHINATOWN,22 STORE BUILDINGS                         ,4,162,57, ,K4,10 BOWERY, ,10013,2,2,4,1920,4,K4,4350.00,2017-05-30
1084,1,CHINATOWN,22 STORE BUILDINGS                         ,4,163,16, ,K4,46 MOTT STREET, ,10013,0,2,2,1915,4,K4,2700.00,2017-01-05
1085,1,CHINATOWN,22 STORE BUILDINGS                         ,4,237,21, ,K4,139 MOTT STREET, ,10013,0,1,1,1910,4,K4,6780.00,2017-08-24
1086,1,CHINATOWN,22 STORE BUILDINGS                         ,4,237,21, ,K4,139 MOTT STREET, ,10013,0,1,1,1910,4,K4,0.00,2017-08-24
1087,1,CHINATOWN,23 LOFT BUILDINGS                          ,4,281,44, ,L8,41-43 DIVISION STREET, ,10002,0,8,8,1900,4,L8,15500.00,2016-12-20
1088,1,CHINATOWN,28 COMMERCIAL CONDOS                       ,4,204,1110, ,RB,53 ELIZABETH STREET,4C,10013,0,0,1,1915,4,R5,1581.43,2017-01-09
1089,1,CHINATOWN,28 COMMERCIAL CONDOS                       ,4,204,1113, ,RB,53 ELIZABETH STREET,6A,10013,0,0,1,1915,4,R5,1918.19,2017-01-03
1090,1,CHINATOWN,28 COMMERCIAL CONDOS                       ,4,204,1114, ,RB,53 ELIZABETH STREET,6B,10013,0,0,1,1915,4,R5,1739.20,2017-01-03
1091,1,CHINATOWN,29 COMMERCIAL GARAGES                      ,4,205,8, ,G6,114 MULBERRY STREET, ,10013,0,0,0,0,4,G6,93.00,2016-09-29
1092,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,197,1001, ,RB,109 LAFAYETTE STREET,C-1,10013,0,0,1,1920,4,RB,1130.00,2017-08-11
1093,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,199,1036, ,RB,210 CANAL STREET,504,10013,0,0,1,0,4,RB,0.00,2017-06-27
1094,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,200,1011, ,RB,198 CANAL STREET,403,10013,0,0,1,0,4,RB,960.00,2016-09-27
1095,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,200,1115, ,RB,202 CANAL STREET, ,10013,0,0,1,1991,4,RB,960.00,2017-06-15
1096,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,201,1062, ,RB,13-17 ELIZABETH STREET,404,10013,0,0,1,0,4,RB,280.00,2016-10-31
1097,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1101, ,RB,53 ELIZABETH STREET,1A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1098,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1102, ,RB,53 ELIZABETH STREET,1B,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1099,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1103, ,RB,53 ELIZABETH STREET,1C,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1100,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1104, ,RB,53 ELIZABETH STREET,2A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1101,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1105, ,RB,53 ELIZABETH STREET,2C,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1102,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1106, ,RB,53 ELIZABETH STREET,3A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1103,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1107, ,RB,53 ELIZABETH STREET,3B,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1104,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1108, ,RB,53 ELIZABETH STREET,4A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1105,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1109, ,RB,53 ELIZABETH STREET,4B,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1106,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1111, ,RB,53 ELIZABETH STREET,5A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1107,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1112, ,RB,53 ELIZABETH STREET,5B,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1108,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1115, ,RB,53 ELIZABETH STREET,7A,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1109,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1116, ,RB,53 ELIZABETH STREET,7B,10013,0,0,1,1915,4,RB,0.00,2017-03-07
1110,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,279,1126, ,RB,11 EAST BROADWAY,11A,10038,0,0,1,1991,4,RB,0.00,2016-09-26
1111,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1105, ,RB,8 CATHERINE STREET,3B,10038,0,0,1,2009,4,RB,1305.68,2017-08-24
1112,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1106, ,RB,8 CATHERINE STREET,4A,10038,0,0,1,2009,4,RB,1591.43,2017-03-30
1113,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1108, ,RB,8 CATHERINE STREET,5A,10038,0,0,1,2009,4,RB,1751.43,2016-09-15
1114,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1109, ,RB,8 CATHERINE STREET,5B,10038,0,0,1,2009,4,RB,1493.86,2016-09-15
1115,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1103, ,RB,77 BOWERY,CU1103,10002,0,0,1,1940,4,RB,3403.58,2017-02-08
1116,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1104, ,RB,BOWERY,CU1104,10002,0,0,1,1940,4,RB,4100.00,2016-12-15
1117,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1107, ,RB,77 BOWERY,CU1107,10002,0,0,1,1940,4,RB,4306.45,2016-11-10
1118,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1108, ,RB,77 BOWERY,CU1108,10002,0,0,1,1940,4,RB,2043.65,2016-10-19
1119,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1109, ,RB,77 BOWERY,CU1109,10002,0,0,1,1940,4,RB,3500.00,2017-03-28
1120,1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,199,1001, ,RK,208 CANAL STREET,STOR1,10013,0,0,1,0,4,RK,23550.00,2017-05-11
1121,1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,292,1003, ,RK,1 ELDRIDGE STREET,STORB,10002,0,0,1,1988,4,RK,0.00,2017-06-20
1122,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1506, ,RS,50 FRANKLIN STREET,S17B,10013,0,0,1,2007,4,RS,0.00,2016-11-30
1123,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1516, ,RS,50 FRANKLIN STREET,S22B,10013,0,0,1,2007,4,RS,0.00,2016-11-10
1124,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1519, ,RS,50 FRANKLIN STREET,S24A,10013,0,0,1,2007,4,RS,0.00,2016-10-20
1125,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1521, ,RS,50 FRANKLIN STREET,S25A,10013,0,0,1,2007,4,RS,0.00,2017-05-18
1126,1,CIVIC CENTER,07 RENTALS - WALKUP APARTMENTS             ,2B,175,19, ,C7,41 WHITE STREET, ,10013,7,1,8,1915,2,C7,141500.00,2017-07-13
1127,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2B,124,10, ,D7,23 PARK PLACE, ,10007,6,1,7,1915,2,D7,15000.00,2017-05-19
1128,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2,173,17, ,D7,74 LEONARD STREET, ,10013,18,1,19,1920,2,D7,21250.00,2017-05-25
1129,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2,175,20, ,D5,45 WHITE STREET, ,10013,18,2,20,1915,2,D5,0.00,2017-07-13
1130,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2B,178,16, ,D6,217 WEST BROADWAY, ,10013,7,1,8,2005,2,D6,0.00,2017-04-05
1131,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"185 PARK ROW, 20C", ,10038,0,0,0,1960,2,D4,691.40,2016-09-23
1132,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"165 PARK ROW, 15C", ,10038,0,0,0,1960,2,D4,845.00,2016-09-07
1133,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"185 PARK ROW, 13F", ,10038,0,0,0,1960,2,D4,600.00,2016-10-13
1134,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 3G", ,10038,0,0,0,1960,2,D4,389.00,2016-09-28
1135,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"185 PARK ROW, 13G", ,10038,0,0,0,1960,2,D4,870.00,2016-10-11
1136,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"185 PARK ROW, 20F", ,10038,0,0,0,1960,2,D4,650.00,2016-11-16
1137,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"165 PARK ROW, 21A", ,10038,0,0,0,1960,2,D4,860.00,2016-11-16
1138,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 17G", ,10038,0,0,0,1960,2,D4,480.00,2017-01-30
1139,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 11D", ,10038,0,0,0,1960,2,D4,850.00,2017-02-10
1140,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 20E", ,10038,0,0,0,1960,2,D4,850.00,2017-03-09
1141,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 17A", ,10038,0,0,0,1960,2,D4,1350.00,2017-04-24
1142,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"165 PARK ROW, 6F", ,10038,0,0,0,1960,2,D4,0.00,2017-06-07
1143,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"185 PARK ROW, 5A", ,10038,0,0,0,1960,2,D4,879.00,2017-07-21
1144,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,134,25, ,D4,"258 BROADWAY, 8D", ,10007,0,0,0,1915,2,D4,0.00,2017-04-20
1145,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,134,25, ,D4,"258 BROADWAY, 3A", ,10007,0,0,0,1915,2,D4,2325.00,2017-08-29
1146,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,146,21, ,D0,"134 DUANE STREET, 4ES", ,10013,0,0,0,1920,2,D0,1750.00,2016-09-22
1147,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,"170 PARK ROW, 13B", ,10038,0,0,0,1965,2,D4,0.00,2016-11-17
1148,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,"180 PARK ROW, 25B", ,10038,0,0,0,1965,2,D4,1599.00,2017-04-18
1149,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,"180 PARK ROW, 19D", ,10038,0,0,0,1965,2,D4,0.00,2017-05-04
1150,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,"180 PARK ROW, 12D", ,10038,0,0,0,1965,2,D4,900.00,2017-06-12
1151,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2C,176,11, ,D0,"39 WORTH STREET, 3E", ,10013,0,0,0,1915,2,D0,3500.00,2016-10-06
1152,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,178,25, ,D4,"17 WHITE STREET, 2A", ,10013,0,0,0,1890,2,D4,0.00,2016-12-30
1153,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,178,25, ,D4,"17 WHITE STREET, 5A", ,10013,0,0,0,1890,2,D4,1800.00,2017-01-27
1154,1,CIVIC CENTER,11A CONDO-RENTALS                           ,2C,146,1402, ,RR,148 DUANE STREET,M,10013,3,0,3,1930,2,RR,0.00,2017-04-11
1155,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1106, ,R4,30 PARK PLACE,39C,10007,1,0,1,2008,2,R4,1781.94,2017-04-24
1156,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1107, ,R4,30 PARK PLACE,39D,10007,1,0,1,2008,2,R4,988.25,2017-06-01
1157,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1108, ,R4,30 PARK PLACE,39E,10007,1,0,1,2008,2,R4,1043.71,2017-05-10
1158,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1109, ,R4,30 PARK PLACE,39F,10007,1,0,1,2008,2,R4,1250.00,2017-05-10
1159,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1116, ,R4,30 PARK PLACE,40B,10007,1,0,1,2008,2,R4,4531.21,2016-10-18
1160,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1117, ,R4,30 PARK PLACE,40C,10007,1,0,1,2008,2,R4,2978.38,2016-09-28
1161,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1118, ,R4,30 PARK PLACE,40D,10007,1,0,1,2008,2,R4,5091.25,2016-11-10
1162,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1121, ,R4,30 PARK PLACE,41B,10007,1,0,1,2008,2,R4,4571.94,2016-09-13
1163,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1122, ,R4,30 PARK PLACE,41C,10007,1,0,1,2008,2,R4,2871.47,2016-09-20
1164,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1125, ,R4,30 PARK PLACE,42B,10007,1,0,1,2008,2,R4,4816.32,2016-09-13
1165,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1126, ,R4,30 PARK PLACE,42C,10007,1,0,1,2008,2,R4,2891.83,2016-09-14
